selling_price,km_driven,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,fuel_CNG,fuel_Diesel,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,car_age
560.0,40.0,0,2,16.8,1497.0,116.3,5,0,0,1,1,0,14
400.0,25.0,0,1,23.1,998.0,67.04,5,0,0,1,1,0,10
200.0,29.5,0,1,20.92,998.0,67.1,5,0,0,1,1,0,14
950.0,13.887,0,1,17.0,1591.0,121.3,5,0,0,1,1,0,8
300.0,50.0,0,2,22.74,796.0,47.3,5,0,0,1,1,0,10
315.0,30.0,0,2,25.17,799.0,53.3,5,0,0,1,1,0,10
220.0,100.0,0,1,22.74,796.0,47.3,5,0,0,1,1,0,14
130.0,60.0,0,2,14.49,1399.0,92.7,5,0,0,1,1,0,15
595.0,60.0,0,2,22.54,1396.0,88.73,5,0,1,0,1,0,10
110.0,120.0,0,1,19.4,1405.0,70.0,5,0,1,0,1,0,15
680.0,13.5,0,1,17.0,1497.0,121.36,5,0,0,1,1,0,9
280.0,52.0,0,1,20.3,1248.0,75.0,5,0,1,0,1,0,13
530.0,30.0,0,2,21.4,1197.0,83.1,5,0,0,1,1,0,9
610.0,14.0,0,1,19.1,1197.0,82.0,5,0,0,1,1,0,9
500.0,90.0,0,2,15.05,2179.0,147.9,7,0,1,0,1,0,12
500.0,50.0,0,1,24.7,1047.0,69.0,5,0,1,0,1,0,8
250.0,120.0,0,2,13.0,2489.0,95.0,8,0,1,0,1,0,16
325.0,10.0,0,1,21.1,814.0,55.2,5,0,0,1,1,0,8
550.0,10.0,0,1,21.4,1197.0,83.1,5,0,0,1,1,0,8
720.0,25.0,0,1,20.73,1373.0,91.1,5,0,0,1,1,0,8
950.0,20.0,0,1,17.0,1591.0,121.3,5,0,0,1,1,0,9
350.0,60.0,0,1,22.9,1248.0,74.0,5,0,1,0,1,0,13
500.0,40.0,0,1,18.9,1197.0,81.86,5,0,0,1,1,0,8
380.0,60.0,0,1,19.3,1248.0,73.9,5,0,1,0,1,0,14
380.0,50.0,1,1,16.9,1197.0,82.0,5,0,0,1,1,0,11
900.0,20.0,0,1,17.0,1591.0,121.3,5,0,0,1,1,0,9
295.0,35.0,0,1,24.7,796.0,47.3,5,0,0,1,1,0,9
640.0,40.0,0,1,28.09,1248.0,88.5,5,0,1,0,1,0,10
790.0,60.0,0,1,21.5,1497.0,108.5,5,0,1,0,1,0,8
625.0,20.0,0,1,17.01,1591.0,121.4,5,0,0,1,1,0,11
604.0,30.0,0,2,17.0,1497.0,121.36,5,0,0,1,1,0,9
315.0,29.0,0,1,23.95,998.0,67.05,5,0,0,1,1,0,11
950.0,17.0,0,1,20.0,1497.0,115.0,5,0,1,0,1,0,7
400.0,50.0,0,1,20.51,998.0,67.04,5,0,0,1,1,0,9
700.0,42.0,1,1,18.6,1368.0,98.63,5,0,0,1,1,0,8
700.0,120.0,0,2,12.8,2494.0,102.0,8,0,1,0,1,0,15
260.0,110.0,0,1,21.03,1461.0,65.0,5,0,1,0,1,0,14
200.0,90.0,0,1,23.57,1396.0,70.0,5,0,1,0,1,0,14
580.0,70.0,0,1,23.26,1197.0,88.5,5,0,0,1,1,0,6
330.0,66.0,0,2,20.5,1598.0,105.0,5,0,1,0,1,0,15
400.0,70.0,0,3,16.2,1493.0,110.0,5,0,1,0,1,0,15
1350.0,5.0,1,1,14.8,1591.0,121.3,5,0,0,1,1,0,8
250.0,50.0,0,2,21.03,1461.0,65.0,5,0,1,0,1,0,12
725.0,25.0,0,1,15.41,1598.0,103.2,5,0,0,1,1,0,7
300.0,70.0,0,1,23.4,1248.0,74.0,5,0,1,0,1,0,13
120.0,40.0,0,2,16.1,796.0,37.0,4,0,0,1,1,0,20
1175.0,110.0,0,1,16.0,2179.0,140.0,7,0,1,0,1,0,10
380.0,150.0,0,1,13.93,2179.0,138.0,7,0,1,0,1,0,17
400.0,45.0,0,1,19.1,1405.0,70.0,5,0,1,0,1,0,12
140.0,90.0,0,3,16.1,1405.0,70.0,5,0,1,0,1,0,21
229.999,140.0,0,2,11.57,2179.0,138.1,7,0,1,0,1,0,15
110.0,83.0,0,2,13.8,1299.0,70.0,5,0,0,1,1,0,23
550.0,106.0,1,2,16.96,1968.0,138.1,5,0,1,0,1,0,15
150.0,60.0,0,4,15.26,1150.0,74.9,5,0,0,1,1,0,18
265.0,40.0,0,2,16.8,796.0,34.2,8,0,0,1,1,0,9
300.0,138.0,0,3,17.0,1197.0,80.0,5,0,0,1,1,0,15
280.0,80.0,0,1,22.74,796.0,47.3,5,0,0,1,1,0,11
130.0,50.0,0,2,15.3,1341.0,83.0,5,0,0,1,1,0,21
350.0,50.0,0,1,18.2,1199.0,82.4,5,0,0,1,1,0,11
200.0,120.0,0,1,18.5,1197.0,85.8,5,0,0,1,1,0,17
550.0,24.4,0,1,22.0,1197.0,81.8,5,0,0,1,1,0,8
400.0,60.0,0,2,15.96,2523.0,62.1,7,0,1,0,1,0,13
170.0,120.0,0,2,18.5,1197.0,85.8,5,0,0,1,1,0,16
600.0,60.0,0,2,24.8,1396.0,88.7,5,0,1,0,1,0,11
130.0,100.0,0,2,19.7,796.0,46.3,5,0,0,1,1,0,15
100.0,120.0,0,2,16.1,796.0,37.0,4,0,0,1,1,0,15
310.0,27.5,0,1,25.17,799.0,53.3,5,0,0,1,1,0,10
35.0,10.0,0,1,16.1,796.0,37.0,4,0,0,1,1,0,19
200.0,120.0,0,3,18.5,1197.0,80.0,5,0,0,1,1,0,16
650.0,80.0,0,1,22.54,1396.0,88.73,5,0,1,0,1,0,11
210.0,120.0,0,1,15.64,1193.0,64.1,5,0,0,1,1,0,13
509.999,90.0,0,1,24.4,1120.0,71.01,5,0,1,0,1,0,11
229.999,70.0,0,1,20.0,1399.0,68.1,5,0,1,0,1,0,13
409.999,188.0,0,2,19.01,1461.0,108.45,5,0,1,0,1,0,12
130.0,67.84,0,1,18.0,995.0,62.0,5,0,0,1,1,0,15
95.0,30.0,0,1,25.4,624.0,37.48,4,0,0,1,1,0,13
225.0,35.0,0,2,22.74,796.0,47.3,5,0,0,1,1,0,10
775.0,100.0,0,1,24.3,1248.0,88.5,5,0,1,0,1,0,9
420.0,30.0,0,1,20.51,998.0,67.04,5,0,0,1,1,0,9
480.0,70.0,0,1,18.9,1197.0,82.0,5,0,0,1,1,0,10
260.0,380.0,0,2,13.6,2523.0,63.0,7,0,1,0,1,0,16
600.0,15.0,0,1,16.2,1199.0,74.0,5,0,0,1,1,0,8
140.0,140.0,0,2,13.8,1399.0,68.0,5,0,1,0,1,0,17
130.0,120.0,0,3,19.7,796.0,35.0,8,0,0,1,1,0,16
195.0,112.88,0,1,25.2,1248.0,74.0,5,0,1,0,0,0,19
210.0,135.0,0,2,19.4,1405.0,70.0,5,0,1,0,0,0,13
130.0,80.0,0,3,18.9,998.0,67.1,5,0,0,1,1,0,20
141.0,128.0,0,3,18.6,1199.0,79.4,5,0,0,1,1,0,14
280.0,120.0,0,1,13.6,2523.0,63.0,7,0,1,0,1,0,15
350.0,30.0,1,1,12.6,1586.0,103.2,5,0,0,1,1,0,16
575.0,70.0,0,1,17.0,1198.0,108.5,5,0,0,1,1,0,8
550.0,41.0,0,1,18.6,1197.0,81.83,5,0,0,1,1,0,11
120.0,30.0,0,2,19.7,796.0,46.3,5,0,0,1,1,0,20
320.0,30.0,0,1,23.95,998.0,67.05,5,0,0,1,1,0,11
250.0,35.0,0,1,16.36,1495.0,93.7,5,0,0,1,1,0,15
300.0,22.0,0,1,15.0,1586.0,104.68,5,0,0,1,1,0,16
250.0,70.0,0,1,18.9,998.0,67.1,5,0,0,1,1,0,20
750.0,70.0,0,1,16.5,1493.0,70.0,7,0,1,0,1,0,8
151.0,200.0,0,2,10.5,2179.0,120.0,8,0,1,0,1,0,21
300.0,120.0,0,1,13.93,2179.0,138.03,7,0,1,0,1,0,15
577.0,3.0,0,1,20.89,1197.0,81.8,5,0,0,1,1,0,7
229.999,50.0,0,1,20.92,998.0,67.1,5,0,0,1,1,0,14
500.0,50.0,0,1,15.96,2523.0,62.1,7,0,1,0,1,0,13
840.0,1.5,1,1,18.2,1199.0,88.7,5,0,0,1,1,0,7
900.0,74.0,0,1,22.27,1498.0,108.6,5,0,1,0,1,0,9
650.0,25.0,0,1,18.7,1199.0,88.7,5,0,0,1,1,0,9
650.0,61.915,0,1,27.3,1498.0,98.6,5,0,1,0,1,0,10
250.0,110.0,0,1,21.1,814.0,55.2,5,0,0,1,1,0,10
550.0,70.0,0,1,20.14,1498.0,88.0,5,0,1,0,1,0,10
250.0,150.0,0,4,17.8,1248.0,75.0,5,0,1,0,1,0,19
350.0,110.0,0,2,17.21,1493.0,100.0,7,0,1,0,1,0,13
185.0,90.0,0,2,25.44,936.0,56.3,5,0,1,0,1,0,12
229.999,120.0,0,3,15.6,1196.0,70.0,5,0,0,1,1,0,16
1000.0,65.0,0,1,12.99,2494.0,100.6,8,0,1,0,1,0,10
490.0,10.0,0,1,20.52,1197.0,81.8,5,0,0,1,1,0,7
150.0,80.0,0,2,20.36,1197.0,78.9,5,0,0,1,1,0,17
600.0,184.0,0,1,20.77,1248.0,88.76,7,0,1,0,1,0,13
270.0,80.0,0,2,32.52,998.0,58.33,5,1,0,0,1,0,13
60.0,70.0,0,2,17.3,993.0,60.0,5,0,0,1,1,0,21
150.0,89.0,0,2,15.6,1586.0,104.68,5,0,0,1,1,0,18
335.0,33.033,0,1,19.4,1198.0,86.8,5,0,0,1,0,0,12
525.0,69.0,0,2,22.9,1248.0,74.0,5,0,1,0,1,0,13
465.0,63.063,1,1,18.9,1197.0,82.0,5,0,0,1,0,0,11
83.0,90.0,0,2,25.0,1396.0,69.0,5,0,1,0,1,0,14
300.0,8.0,0,1,21.1,814.0,55.2,5,0,0,1,1,0,9
350.0,35.0,0,1,17.0,1197.0,80.0,5,0,0,1,1,0,14
300.0,45.0,0,1,17.0,1197.0,80.0,5,0,0,1,1,0,15
250.0,30.0,0,1,20.4,1248.0,91.2,5,0,1,0,1,0,15
114.999,59.0,0,2,16.1,796.0,37.0,4,0,0,1,1,0,20
700.0,6.2,0,1,19.34,1462.0,103.0,7,0,0,1,1,0,8
250.0,120.0,0,2,21.63,998.0,67.0,5,0,0,1,1,0,6
350.0,70.0,0,1,20.51,998.0,67.04,5,0,0,1,1,0,10
80.0,70.0,0,1,14.0,796.0,35.0,5,0,0,1,1,0,28
850.0,110.0,0,1,15.4,2523.0,75.0,7,0,1,0,1,0,9
90.0,93.0,0,3,18.0,995.0,62.0,5,0,0,1,1,0,19
600.0,110.0,0,1,13.58,2499.0,72.4,10,0,1,0,1,0,12
135.0,57.0,0,1,19.7,796.0,46.3,5,0,0,1,1,0,19
150.0,120.0,0,1,13.2,1495.0,94.0,5,0,0,1,1,0,21
259.0,35.0,0,1,23.03,1396.0,69.0,5,0,1,0,1,0,14
220.0,90.0,0,1,23.03,1396.0,69.0,5,0,1,0,1,0,14
246.0,35.0,0,2,23.03,1396.0,69.0,5,0,1,0,1,0,14
240.0,120.0,0,1,17.5,1298.0,85.8,5,0,0,1,1,0,17
946.0,60.0,0,1,22.1,1396.0,88.7,5,0,1,0,1,0,8
215.0,70.0,0,1,23.03,1396.0,69.0,5,0,1,0,1,0,15
50.0,60.0,0,4,17.3,993.0,60.0,5,0,0,1,1,0,27
310.0,100.0,0,1,25.8,1498.0,98.6,5,0,1,0,1,0,13
220.0,35.0,0,1,20.36,1197.0,78.9,5,0,0,1,1,0,18
195.0,90.0,0,3,17.8,1248.0,75.0,5,0,1,0,1,0,18
650.0,50.0,0,1,17.19,1197.0,81.86,5,0,0,1,1,0,11
350.0,98.0,0,1,18.5,1197.0,80.0,5,0,0,1,1,0,15
360.0,30.0,0,1,18.5,1197.0,82.85,5,0,0,1,1,0,13
550.0,50.0,0,2,16.3,1797.0,147.5,5,0,0,1,1,0,13
490.0,26.0,0,1,18.9,1197.0,82.0,5,0,0,1,1,0,10
195.0,46.0,0,2,19.7,796.0,46.3,5,0,0,1,1,0,15
125.0,80.0,0,4,19.7,796.0,46.3,5,0,0,1,1,0,16
459.999,10.0,0,1,23.84,1199.0,84.0,5,0,0,1,1,0,7
275.0,16.7,0,1,22.74,796.0,47.3,5,0,0,1,1,0,11
680.0,70.0,0,1,28.4,1248.0,74.02,5,0,1,0,1,0,8
600.0,7.967,0,1,20.85,1197.0,83.14,5,0,0,1,1,0,11
720.0,20.0,0,1,22.0,1197.0,81.8,5,0,0,1,1,0,8
356.0,9.656,0,1,25.17,799.0,53.3,5,0,0,1,1,0,10
225.0,50.0,0,1,19.81,1086.0,68.05,5,0,0,1,1,0,15
725.0,17.0,0,1,24.4,1498.0,98.63,5,0,1,0,1,0,7
130.0,50.0,0,1,18.0,995.0,62.0,5,0,0,1,1,0,16
300.0,10.0,0,1,25.17,799.0,53.3,5,0,0,1,1,0,11
400.0,43.0,0,2,18.5,1197.0,82.85,5,0,0,1,1,0,13
550.0,50.0,0,1,23.5,1396.0,88.7,5,0,1,0,1,0,13
120.0,90.0,0,2,18.9,998.0,67.0,5,0,0,1,1,0,20
409.999,100.0,0,2,14.0,2498.0,112.0,8,0,1,0,1,0,14
110.0,80.0,0,2,0.0,1086.0,62.1,5,0,0,1,1,0,16
450.0,120.0,0,1,15.96,2523.0,62.1,7,0,1,0,1,0,14
610.0,5.0,0,1,21.21,1197.0,81.8,5,0,0,1,1,0,7
515.0,68.609,0,1,22.7,1498.0,89.84,5,0,1,0,0,0,10
925.0,33.36,0,1,22.77,1498.0,98.59,5,0,1,0,0,0,8
860.0,14.317,0,1,14.23,1498.0,104.55,5,0,0,1,0,0,7
225.0,87.237,0,2,20.0,1399.0,68.05,5,0,1,0,0,0,14
500.0,62.96,0,1,25.83,1498.0,99.0,5,0,1,0,0,0,9
600.0,26.634,1,1,21.21,1197.0,81.8,5,0,0,1,0,0,9
195.0,163.72,0,1,18.5,1399.0,68.0,5,0,1,0,0,0,14
265.0,67.998,0,1,18.9,998.0,67.1,5,0,0,1,0,0,14
650.0,20.706,0,1,23.8,1499.0,98.63,5,0,1,0,0,0,8
415.0,100.581,0,1,25.83,1498.0,99.0,5,0,1,0,0,0,11
600.0,67.303,0,1,20.45,1461.0,83.8,5,0,1,0,0,0,11
340.0,79.139,0,1,18.5,1197.0,85.8,5,0,0,1,0,0,13
350.0,84.784,0,1,24.0,1120.0,70.0,5,0,1,0,0,0,12
265.0,130.376,0,2,23.2,1248.0,73.94,5,0,1,0,0,0,14
625.0,72.0,0,1,13.93,2179.0,138.03,7,0,1,0,1,0,9
245.0,127.0,0,2,16.8,1493.0,110.0,5,0,1,0,1,0,18
395.0,120.0,0,1,25.2,1248.0,74.0,5,0,1,0,1,0,12
490.0,100.0,0,1,24.4,1120.0,71.0,5,0,1,0,1,0,12
955.0,40.0,0,1,24.52,1248.0,88.5,7,0,1,0,1,0,8
525.0,110.0,0,1,23.4,1248.0,74.0,5,0,1,0,1,0,13
550.0,30.0,0,1,20.3,1199.0,84.0,5,0,0,1,1,0,9
200.0,120.0,0,2,19.1,1405.0,70.0,5,0,1,0,1,0,12
500.0,15.0,0,1,18.16,1196.0,86.8,5,0,0,1,1,0,9
825.0,33.5,0,1,23.65,1248.0,88.5,5,0,1,0,1,0,10
250.0,70.0,0,1,17.21,1493.0,100.0,7,0,1,0,1,0,14
600.0,10.0,0,1,18.16,1197.0,78.8,5,0,0,1,1,0,11
1325.0,22.053,0,1,16.36,2179.0,120.0,7,0,1,0,1,0,8
770.0,50.0,0,1,18.49,1493.0,100.0,7,0,1,0,1,0,10
415.0,78.432,0,1,16.52,1991.0,123.7,5,0,1,0,1,0,15
825.0,125.0,0,2,14.66,2199.0,194.3,7,0,1,0,1,0,15
530.0,80.0,0,1,26.1,1498.0,99.23,5,0,1,0,1,0,8
425.0,270.0,0,3,12.8,2494.0,102.0,8,0,1,0,1,0,20
310.0,50.0,0,2,19.4,1198.0,86.8,5,0,0,1,1,0,14
390.0,20.0,0,1,23.84,1199.0,84.0,5,0,0,1,1,0,9
700.0,30.0,0,1,15.29,1591.0,121.3,5,0,0,1,1,0,10
200.0,70.0,0,2,19.81,1086.0,68.05,5,0,0,1,1,0,16
1050.0,7.2,0,1,12.99,2494.0,100.6,8,0,1,0,1,0,13
580.0,97.0,0,1,26.0,1498.0,98.6,5,0,1,0,1,0,12
200.0,60.0,0,2,21.1,814.0,55.2,5,0,0,1,1,0,12
245.0,25.0,0,1,18.2,1199.0,84.8,5,0,0,1,1,0,13
210.0,94.0,0,2,20.36,1197.0,78.9,5,0,0,1,1,0,16
50.0,90.0,0,2,15.4,1590.0,94.0,5,0,0,1,1,0,21
700.0,50.0,1,2,12.12,2231.0,184.0,7,0,1,0,1,0,14
660.0,35.0,0,1,22.95,1248.0,74.0,5,0,1,0,1,0,7
630.0,117.5,0,2,17.4,1497.0,117.3,5,0,0,1,1,0,11
950.0,78.5,0,1,15.1,2179.0,140.0,7,0,1,0,1,0,14
740.0,8.0,0,1,18.6,1197.0,81.83,5,0,0,1,1,0,8
570.0,25.0,0,1,18.12,1196.0,86.8,5,0,0,1,1,0,9
450.0,60.0,0,3,22.32,1582.0,126.32,5,0,1,0,1,0,14
390.0,10.0,0,1,22.5,999.0,67.0,5,0,0,1,1,0,7
180.0,70.0,0,2,14.2,1597.0,92.0,5,0,0,1,1,0,17
130.0,60.0,0,1,25.4,624.0,37.48,4,0,0,1,1,0,11
270.0,70.0,0,2,17.7,1497.0,78.0,5,0,0,1,1,0,20
60.0,25.0,0,3,16.1,796.0,37.0,4,0,0,1,1,0,29
170.0,90.0,0,3,13.9,1599.0,103.2,5,0,0,1,1,0,20
978.999,90.0,0,1,19.67,1582.0,126.2,5,0,1,0,1,0,11
490.0,25.0,0,1,23.84,1199.0,84.0,5,0,0,1,1,0,8
280.0,60.0,0,2,23.5,1498.0,88.7,5,0,1,0,1,0,14
390.0,25.0,0,1,23.84,1199.0,84.0,5,0,0,1,1,0,8
170.0,60.0,0,4,22.74,796.0,47.3,5,0,0,1,1,0,13
45.0,70.0,0,1,18.0,995.0,62.0,5,0,0,1,1,0,18
640.0,80.0,0,2,24.52,1248.0,88.5,7,0,1,0,1,0,10
650.0,110.0,0,2,15.4,2523.0,75.0,9,0,1,0,1,0,11
500.0,115.717,0,1,12.05,2179.0,120.0,9,0,1,0,1,0,13
90.0,110.0,0,2,17.7,1399.0,68.0,5,0,1,0,1,0,18
480.0,70.0,0,2,15.05,2179.0,147.9,7,0,1,0,1,0,12
630.0,4.0,0,1,21.21,1197.0,81.8,5,0,0,1,1,0,7
250.0,50.0,0,1,20.36,1197.0,78.9,5,0,0,1,1,0,15
330.0,70.0,0,4,18.9,1197.0,82.0,5,0,0,1,1,0,10
180.0,70.0,0,2,20.36,1197.0,78.9,5,0,0,1,1,0,17
210.0,50.0,0,2,18.5,1197.0,80.0,5,0,0,1,1,0,16
550.0,55.0,0,1,26.59,1248.0,74.0,5,0,1,0,1,0,10
950.0,5.0,1,1,17.0,1198.0,108.5,5,0,0,1,1,0,6
430.0,100.0,0,2,15.96,2523.0,62.1,7,0,1,0,1,0,13
348.0,23.0,0,2,20.36,1197.0,78.9,5,0,0,1,1,0,12
196.0,60.0,0,2,22.74,796.0,47.3,5,0,0,1,1,0,12
150.0,70.0,0,2,18.9,1061.0,67.0,5,0,0,1,1,0,16
150.0,60.0,0,2,18.9,1061.0,67.0,5,0,0,1,1,0,17
1250.0,100.0,0,1,14.1,2179.0,153.86,7,0,1,0,1,0,7
600.0,90.0,0,3,20.77,1248.0,88.76,7,0,1,0,1,0,11
65.0,26.432,0,1,25.4,624.0,37.48,4,0,0,1,0,0,16
220.0,46.702,0,1,16.8,796.0,34.2,8,0,0,1,0,0,10
220.0,46.706,0,1,16.8,796.0,34.2,8,0,0,1,0,0,10
110.0,53.523,0,1,16.84,1193.0,64.4,5,0,0,1,0,0,20
175.0,56.365,0,1,25.44,936.0,56.3,5,0,1,0,0,0,14
160.0,49.563,0,1,16.2,995.0,62.1,5,0,0,1,0,0,15
65.0,56.432,0,1,16.1,796.0,37.0,4,0,0,1,0,0,22
60.0,52.365,0,2,16.1,796.0,37.0,4,0,0,1,0,0,24
120.0,53.512,0,2,19.7,796.0,46.3,5,0,0,1,0,0,19
1000.0,40.0,1,1,11.18,2696.0,184.0,7,0,1,0,1,0,13
220.0,46.533,0,1,18.9,998.0,67.1,5,0,0,1,0,0,16
114.999,58.632,0,2,14.0,796.0,35.0,5,0,0,1,0,0,18
850.0,80.0,1,2,16.0,2179.0,140.0,7,0,1,0,1,0,10
750.0,70.0,0,1,24.52,1248.0,88.5,7,0,1,0,1,0,10
265.0,90.0,0,1,23.01,999.0,67.0,5,0,0,1,1,0,9
450.0,110.0,0,2,14.09,1596.0,99.6,5,0,0,1,1,0,12
225.0,90.0,0,1,17.21,1493.0,100.0,7,0,1,0,1,0,13
1125.0,70.0,0,1,15.4,2179.0,120.0,7,0,1,0,1,0,11
270.0,80.0,0,1,16.6,1197.0,85.0,5,0,0,1,1,0,17
130.0,78.0,0,1,19.7,796.0,46.3,5,0,0,1,1,0,19
660.0,45.0,0,1,16.5,1493.0,70.0,7,0,1,0,1,0,9
240.0,50.0,0,2,23.95,998.0,67.05,5,0,0,1,1,0,11
275.0,58.0,0,1,24.7,796.0,47.3,5,0,0,1,1,0,9
750.0,120.0,0,1,12.8,2494.0,102.0,8,0,1,0,1,0,14
65.0,30.0,0,2,14.7,1150.0,76.0,5,0,0,1,1,0,19
850.0,162.0,0,1,14.1,2179.0,147.94,7,0,1,0,1,0,9
300.0,50.0,0,2,26.6,998.0,58.16,5,1,0,0,1,0,10
555.0,25.0,0,2,18.6,1197.0,81.83,5,0,0,1,1,0,8
825.0,60.0,0,1,15.4,1997.0,120.0,7,0,1,0,1,0,11
150.0,70.0,0,3,13.45,1086.0,62.1,5,0,0,0,1,0,16
185.0,138.0,0,2,19.3,1248.0,73.9,5,0,1,0,1,0,17
180.0,70.0,0,2,20.36,1197.0,78.9,5,0,0,1,1,0,16
160.0,48.0,0,2,19.7,796.0,46.3,5,0,0,1,1,0,16
500.0,110.0,1,1,11.4,2953.0,153.86,7,0,1,0,1,0,14
375.0,88.0,0,2,25.2,1248.0,74.0,5,0,1,0,1,0,12
900.0,68.0,0,1,12.99,2494.0,100.6,7,0,1,0,1,0,11
459.999,70.0,0,1,18.9,1197.0,82.0,5,0,0,1,1,0,9
480.0,80.0,0,1,20.45,1461.0,83.8,5,0,1,0,1,0,12
320.0,100.0,0,3,22.9,1248.0,74.0,5,0,1,0,1,0,13
370.0,96.0,0,2,22.9,1248.0,74.0,5,0,1,0,1,0,13
75.0,30.0,0,3,17.3,993.0,60.0,5,0,0,1,1,0,24
400.0,60.0,0,3,23.2,1248.0,73.94,5,0,1,0,1,0,10
425.0,65.0,0,1,25.2,1248.0,74.0,5,0,1,0,1,0,12
325.0,48.0,0,1,23.1,998.0,67.04,5,0,0,1,1,0,12
350.0,65.3,0,2,18.9,1197.0,82.0,5,0,0,1,1,0,10
600.0,40.0,0,1,18.6,1197.0,81.83,5,0,0,1,1,0,8
120.0,60.0,0,2,25.44,936.0,57.6,5,0,1,0,1,0,14
200.0,70.0,0,2,20.92,998.0,67.1,5,0,0,1,1,0,14
100.0,70.0,0,3,19.7,796.0,46.3,5,0,0,1,1,0,18
350.0,70.0,0,2,24.0,1120.0,70.0,5,0,1,0,1,0,12
85.0,150.0,0,2,19.7,796.0,46.3,5,0,0,1,1,0,20
399.0,10.0,0,1,23.95,998.0,67.05,5,0,0,1,1,0,7
580.0,56.0,0,1,22.32,1582.0,126.3,5,0,1,0,1,0,12
290.0,30.0,0,1,22.7,799.0,53.64,5,0,0,1,1,0,9
380.0,50.0,0,2,18.9,1197.0,82.0,5,0,0,1,1,0,12
200.0,120.0,0,1,20.0,1399.0,68.0,5,0,1,0,1,0,16
390.0,40.0,0,1,26.6,998.0,58.16,5,1,0,0,1,0,8
500.0,27.5,0,1,18.9,1197.0,81.86,5,0,0,1,1,0,9
520.0,73.0,0,1,20.77,1248.0,88.76,7,0,1,0,1,0,14
650.0,75.0,0,1,26.59,1248.0,74.0,5,0,1,0,1,0,9
380.0,5.0,0,1,23.01,999.0,67.0,5,0,0,1,1,0,8
275.0,50.0,0,1,26.2,998.0,58.2,5,0,0,0,1,0,16
520.0,70.0,0,1,26.59,1248.0,74.0,5,0,1,0,1,0,11
610.0,60.0,0,1,26.59,1248.0,74.0,5,0,1,0,1,0,11
85.0,110.0,0,1,18.9,998.0,67.1,5,0,0,1,1,0,22
490.0,95.0,0,1,20.46,1461.0,83.8,5,0,1,0,1,0,13
229.999,34.0,0,2,21.1,814.0,55.2,5,0,0,1,1,0,11
411.0,25.0,0,1,18.9,1197.0,82.0,5,0,0,1,1,0,11
362.0,120.0,0,2,21.94,1196.0,61.7,5,1,0,0,1,0,7
550.0,31.0,0,1,23.59,1364.0,67.06,5,0,1,0,1,0,12
459.999,70.0,0,1,26.6,998.0,58.16,5,1,0,0,1,0,8
190.0,47.0,0,1,18.5,1197.0,85.8,5,0,0,1,1,0,15
499.0,5.0,1,1,20.3,1086.0,68.0,5,0,0,1,1,0,7
358.0,44.0,0,1,15.37,1196.0,73.0,7,0,0,1,1,0,8
278.0,120.0,0,2,23.59,1364.0,67.1,5,0,1,0,1,0,14
320.0,39.395,0,1,21.2,1248.0,75.0,5,0,1,0,1,0,12
580.0,67.0,0,2,20.4,1461.0,108.5,5,0,1,0,1,0,13
1300.0,20.0,1,1,17.4,1497.0,117.6,5,0,0,1,1,0,7
825.0,40.0,0,1,25.8,1498.0,98.6,5,0,1,0,1,0,8
170.0,120.0,0,2,13.4,1794.0,125.0,5,0,0,1,1,0,22
1700.0,80.0,0,2,12.55,2982.0,168.5,7,0,1,0,1,0,12
490.0,7.0,0,1,20.3,1086.0,68.0,5,0,0,1,1,0,8
1050.0,15.0,0,1,16.0,2179.0,140.0,7,0,1,0,1,0,8
210.0,50.0,0,1,18.6,1199.0,76.8,5,0,0,1,1,0,10
1250.0,30.0,0,1,15.4,2179.0,120.0,7,0,1,0,1,0,10
320.0,120.0,0,2,22.9,1248.0,74.0,5,0,1,0,1,0,14
400.0,64.0,0,1,16.52,1991.0,123.7,5,0,1,0,1,0,14
320.0,120.0,0,1,23.2,1248.0,73.94,5,0,1,0,1,0,13
600.0,85.0,0,1,21.43,1364.0,87.2,5,0,1,0,1,0,14
275.0,50.0,0,1,20.92,998.0,67.1,5,0,0,1,1,0,14
170.0,59.0,0,2,19.7,796.0,46.3,5,0,0,1,1,0,17
155.0,98.0,0,1,25.44,936.0,57.6,5,0,1,0,1,0,14
620.0,140.0,0,2,20.45,1461.0,83.8,5,0,1,0,1,0,11
530.0,50.0,0,1,18.9,1197.0,81.86,5,0,0,1,1,0,9
550.0,40.0,0,1,23.59,1364.0,67.04,5,0,1,0,1,0,11
600.0,90.0,0,1,26.0,1498.0,98.6,5,0,1,0,1,0,12
649.0,117.0,0,3,15.1,2179.0,140.0,7,0,1,0,1,0,12
625.0,90.0,0,1,26.0,1498.0,98.6,5,0,1,0,1,0,12
125.0,70.0,0,1,16.0,995.0,63.0,5,0,0,1,1,0,16
305.0,230.0,0,2,13.58,2499.0,72.4,9,0,1,0,1,0,17
285.0,155.0,0,2,15.5,1586.0,103.3,5,0,0,1,1,0,16
600.0,60.0,0,2,13.49,2179.0,138.03,5,0,1,0,1,0,11
426.0,110.0,0,1,18.15,1198.0,82.0,6,0,0,1,1,0,10
180.0,120.0,0,1,17.0,1405.0,71.0,5,0,1,0,1,0,16
400.0,100.0,0,2,22.32,1582.0,126.32,5,0,1,0,1,0,15
120.0,40.0,0,2,18.6,1199.0,79.4,5,0,0,1,1,0,16
